date,campaign_name,campaign_id,spend
12/27/2015,DEC_2015_Campaign,10017,382
12/28/2015,DEC_2015_Campaign,10017,153
12/29/2015,DEC_2015_Campaign,10017,213
12/30/2015,DEC_2015_Campaign,10017,141
12/31/2015,DEC_2015_Campaign,10017,142
1/9/2016,SEP_2016_Campaign,10019,141
2/9/2016,SEP_2016_Campaign,10019,157
3/9/2016,SEP_2016_Campaign,10019,518
4/9/2016,SEP_2016_Campaign,10019,232
5/9/2016,SEP_2016_Campaign,10019,100
6/9/2016,SEP_2016_Campaign,10019,224
7/9/2016,SEP_2016_Campaign,10019,253
8/9/2016,SEP_2016_Campaign,10019,285
9/9/2016,SEP_2016_Campaign,10019,164
10/9/2016,SEP_2016_Campaign,10019,492
11/9/2016,SEP_2016_Campaign,10019,472
12/9/2016,SEP_2016_Campaign,10019,179
9/13/2016,SEP_2016_Campaign,10019,145
9/14/2016,SEP_2016_Campaign,10019,125
9/15/2016,SEP_2016_Campaign,10019,260
9/16/2016,SEP_2016_Campaign,10019,277
9/17/2016,SEP_2016_Campaign,10019,460
9/18/2016,SEP_2016_Campaign,10019,446
9/19/2016,SEP_2016_Campaign,10019,114
9/20/2016,SEP_2016_Campaign,10019,109
9/21/2016,SEP_2016_Campaign,10019,142
9/22/2016,SEP_2016_Campaign,10019,139
9/23/2016,SEP_2016_Campaign,10019,181
9/24/2016,SEP_2016_Campaign,10019,256
9/25/2016,SEP_2016_Campaign,10019,246
9/26/2016,SEP_2016_Campaign,10019,235
9/27/2016,SEP_2016_Campaign,10019,195
9/28/2016,SEP_2016_Campaign,10019,137
9/29/2016,SEP_2016_Campaign,10019,292
9/30/2016,SEP_2016_Campaign,10019,299
1/11/2016,NOV_2016_Campaign,10020,114
2/11/2016,NOV_2016_Campaign,10020,184
3/11/2016,NOV_2016_Campaign,10020,143
4/11/2016,NOV_2016_Campaign,10020,128
5/11/2016,NOV_2016_Campaign,10020,306
6/11/2016,NOV_2016_Campaign,10020,298
7/11/2016,NOV_2016_Campaign,10020,217
8/11/2016,NOV_2016_Campaign,10020,115
9/11/2016,NOV_2016_Campaign,10020,161
11/10/2016,NOV_2016_Campaign,10020,197
11/11/2016,NOV_2016_Campaign,10020,244
11/12/2016,NOV_2016_Campaign,10020,302
11/13/2016,NOV_2016_Campaign,10020,538
11/14/2016,NOV_2016_Campaign,10020,205
11/15/2016,NOV_2016_Campaign,10020,262
11/16/2016,NOV_2016_Campaign,10020,182
11/17/2016,NOV_2016_Campaign,10020,274
11/18/2016,NOV_2016_Campaign,10020,146
11/19/2016,NOV_2016_Campaign,10020,558
11/20/2016,NOV_2016_Campaign,10020,460
11/21/2016,NOV_2016_Campaign,10020,266
11/22/2016,NOV_2016_Campaign,10020,279
11/23/2016,NOV_2016_Campaign,10020,239
11/24/2016,NOV_2016_Campaign,10020,209
11/25/2016,NOV_2016_Campaign,10020,293
11/26/2016,NOV_2016_Campaign,10020,482
11/27/2016,NOV_2016_Campaign,10020,366
11/28/2016,NOV_2016_Campaign,10020,125
11/29/2016,NOV_2016_Campaign,10020,278
11/30/2016,NOV_2016_Campaign,10020,120
1/12/2016,DEC_2016_Campaign,10021,149
2/12/2016,DEC_2016_Campaign,10021,189
3/12/2016,DEC_2016_Campaign,10021,246
4/12/2016,DEC_2016_Campaign,10021,328
5/12/2016,DEC_2016_Campaign,10021,159
6/12/2016,DEC_2016_Campaign,10021,256
7/12/2016,DEC_2016_Campaign,10021,162
8/12/2016,DEC_2016_Campaign,10021,260
9/12/2016,DEC_2016_Campaign,10021,203
12/10/2016,DEC_2016_Campaign,10021,388
12/11/2016,DEC_2016_Campaign,10021,358
12/12/2016,DEC_2016_Campaign,10021,106
12/13/2016,DEC_2016_Campaign,10021,248
12/14/2016,DEC_2016_Campaign,10021,140
12/15/2016,DEC_2016_Campaign,10021,111
12/16/2016,DEC_2016_Campaign,10021,210
12/17/2016,DEC_2016_Campaign,10021,286
12/18/2016,DEC_2016_Campaign,10021,430
12/19/2016,DEC_2016_Campaign,10021,246
12/20/2016,DEC_2016_Campaign,10021,285
12/21/2016,DEC_2016_Campaign,10021,169
12/22/2016,DEC_2016_Campaign,10021,196
12/23/2016,DEC_2016_Campaign,10021,206
12/24/2016,DEC_2016_Campaign,10021,494
12/25/2016,DEC_2016_Campaign,10021,246
12/26/2016,DEC_2016_Campaign,10021,295
12/27/2016,DEC_2016_Campaign,10021,208
12/28/2016,DEC_2016_Campaign,10021,105
12/29/2016,DEC_2016_Campaign,10021,121
12/30/2016,DEC_2016_Campaign,10021,297
12/31/2016,DEC_2016_Campaign,10021,294
1/9/2017,SEP_2017_Campaign,10022,162
2/9/2017,SEP_2017_Campaign,10022,398
3/9/2017,SEP_2017_Campaign,10022,538
4/9/2017,SEP_2017_Campaign,10022,238
5/9/2017,SEP_2017_Campaign,10022,132
6/9/2017,SEP_2017_Campaign,10022,237
7/9/2017,SEP_2017_Campaign,10022,286
8/9/2017,SEP_2017_Campaign,10022,253
9/9/2017,SEP_2017_Campaign,10022,298
10/9/2017,SEP_2017_Campaign,10022,218
11/9/2017,SEP_2017_Campaign,10022,222
12/9/2017,SEP_2017_Campaign,10022,127
9/13/2017,SEP_2017_Campaign,10022,215
9/14/2017,SEP_2017_Campaign,10022,170
9/15/2017,SEP_2017_Campaign,10022,174
9/16/2017,SEP_2017_Campaign,10022,414
9/17/2017,SEP_2017_Campaign,10022,238
9/18/2017,SEP_2017_Campaign,10022,176
9/19/2017,SEP_2017_Campaign,10022,298
9/20/2017,SEP_2017_Campaign,10022,157
9/21/2017,SEP_2017_Campaign,10022,285
9/22/2017,SEP_2017_Campaign,10022,129
9/23/2017,SEP_2017_Campaign,10022,552
9/24/2017,SEP_2017_Campaign,10022,342
9/25/2017,SEP_2017_Campaign,10022,238
9/26/2017,SEP_2017_Campaign,10022,290
9/27/2017,SEP_2017_Campaign,10022,235
9/28/2017,SEP_2017_Campaign,10022,121
9/29/2017,SEP_2017_Campaign,10022,300
9/30/2017,SEP_2017_Campaign,10022,342
1/11/2017,NOV_2017_Campaign,10023,240
2/11/2017,NOV_2017_Campaign,10023,117
3/11/2017,NOV_2017_Campaign,10023,183
4/11/2017,NOV_2017_Campaign,10023,436
5/11/2017,NOV_2017_Campaign,10023,202
6/11/2017,NOV_2017_Campaign,10023,131
7/11/2017,NOV_2017_Campaign,10023,286
8/11/2017,NOV_2017_Campaign,10023,229
9/11/2017,NOV_2017_Campaign,10023,272
11/10/2017,NOV_2017_Campaign,10023,101
11/11/2017,NOV_2017_Campaign,10023,330
11/12/2017,NOV_2017_Campaign,10023,512
11/13/2017,NOV_2017_Campaign,10023,107
11/14/2017,NOV_2017_Campaign,10023,148
11/15/2017,NOV_2017_Campaign,10023,123
11/16/2017,NOV_2017_Campaign,10023,140
11/17/2017,NOV_2017_Campaign,10023,293
11/18/2017,NOV_2017_Campaign,10023,378
11/19/2017,NOV_2017_Campaign,10023,450
11/20/2017,NOV_2017_Campaign,10023,225
11/21/2017,NOV_2017_Campaign,10023,142
11/22/2017,NOV_2017_Campaign,10023,176
11/23/2017,NOV_2017_Campaign,10023,248
11/24/2017,NOV_2017_Campaign,10023,177
11/25/2017,NOV_2017_Campaign,10023,312
11/26/2017,NOV_2017_Campaign,10023,582
11/27/2017,NOV_2017_Campaign,10023,201
11/28/2017,NOV_2017_Campaign,10023,288
11/29/2017,NOV_2017_Campaign,10023,202
11/30/2017,NOV_2017_Campaign,10023,106
1/12/2017,DEC_2017_Campaign,10024,159
2/12/2017,DEC_2017_Campaign,10024,596
3/12/2017,DEC_2017_Campaign,10024,428
4/12/2017,DEC_2017_Campaign,10024,254
5/12/2017,DEC_2017_Campaign,10024,123
6/12/2017,DEC_2017_Campaign,10024,287
7/12/2017,DEC_2017_Campaign,10024,110
8/12/2017,DEC_2017_Campaign,10024,221
9/12/2017,DEC_2017_Campaign,10024,390
12/10/2017,DEC_2017_Campaign,10024,508
12/11/2017,DEC_2017_Campaign,10024,116
12/12/2017,DEC_2017_Campaign,10024,215
12/13/2017,DEC_2017_Campaign,10024,220
12/14/2017,DEC_2017_Campaign,10024,157
12/15/2017,DEC_2017_Campaign,10024,109
12/16/2017,DEC_2017_Campaign,10024,398
12/17/2017,DEC_2017_Campaign,10024,392
12/18/2017,DEC_2017_Campaign,10024,259
12/19/2017,DEC_2017_Campaign,10024,146
12/20/2017,DEC_2017_Campaign,10024,190
12/21/2017,DEC_2017_Campaign,10024,226
12/22/2017,DEC_2017_Campaign,10024,184
12/23/2017,DEC_2017_Campaign,10024,234
12/24/2017,DEC_2017_Campaign,10024,210
12/25/2017,DEC_2017_Campaign,10024,258
12/26/2017,DEC_2017_Campaign,10024,189
12/27/2017,DEC_2017_Campaign,10024,131
12/28/2017,DEC_2017_Campaign,10024,215
12/29/2017,DEC_2017_Campaign,10024,295
12/30/2017,DEC_2017_Campaign,10024,574
12/31/2017,DEC_2017_Campaign,10024,600
